customer_id,avg_transaction_value
C1852,2487.285714285714
C2218,2666.5
C7164,2068.625
C8675,2260.909090909091
C7511,2384.6666666666665
C4909,2663.6875
C1358,2634.0
C7681,2696.923076923077
C8075,2682.7272727272725
C4592,3979.2727272727275
C6975,3115.6363636363635
C7826,2825.8333333333335
C1814,1427.3636363636363
C6924,2411.6
C9393,2010.625
C4598,2997.1666666666665
C3457,1806.6666666666667
C8228,3320.9285714285716
C9084,2327.9473684210525
C1212,2182.1666666666665
C4050,2124.6
C4105,2466.5384615384614
C6754,3366.0833333333335
C2006,2684.75
C7977,2440.5
C9388,2281.214285714286
C3202,1669.875
C4364,2571.4
C5872,3072.6666666666665
C2743,2227.6
C7479,2707.6153846153848
C6463,2117.5
C1729,2047.8333333333333
C9760,2496.125
C1096,1673.3846153846155
C7777,2738.2105263157896
C1642,1520.9
C5461,2472.3
C6448,2732.8571428571427
C6326,1699.6
C3842,2445.181818181818
C9495,3243.4545454545455
C3642,1362.0
C5526,3322.1428571428573
C5418,3843.0
C5164,2223.9375
C9008,2444.4
C3099,2149.2727272727275
C5421,2418.0
C6165,2089.181818181818
C8803,2423.3636363636365
C2428,2695.3846153846152
C4942,2731.4545454545455
C7333,2430.9285714285716
C2705,3339.9166666666665
C4054,1633.235294117647
C1815,2996.5
C1623,3620.5
C3234,1802.764705882353
C1520,1450.6666666666667
C9171,2195.470588235294
C5307,2619.4444444444443
C7035,2743.1052631578946
C8241,3666.3333333333335
C8737,3292.785714285714
C7345,3036.4666666666667
C5655,2196.9
C2357,1927.75
C7054,2636.0
C3927,3813.6
C5323,2452.25
C9664,3798.181818181818
C2650,2659.133333333333
C1704,1687.7
C2534,2142.3333333333335
C6940,2550.6
C1173,1594.611111111111
C3553,2790.2631578947367
C6702,2875.9
C6123,2821.3333333333335
C8765,1668.0
C7949,1896.7272727272727
C8473,2464.0
C2342,3016.4545454545455
C8845,2109.1875
C7990,2400.6
C1195,2863.3076923076924
C5811,2230.5
C5855,2286.3
C5176,2567.076923076923
C6087,1690.9166666666667
C8508,987.3333333333334
C6772,2773.75
C8433,2069.7894736842104
C9159,2398.769230769231
C4741,2277.0
C9182,1732.4666666666667
C3677,2743.076923076923
C5646,2520.8333333333335
C8590,2627.3076923076924
C2472,2758.1666666666665
C9765,3403.823529411765
C2508,2765.0
C8983,2489.777777777778
C9534,2680.705882352941
C6951,1841.4615384615386
C1491,2027.8125
C1454,2743.6153846153848
C6900,2225.1666666666665
C6681,2859.5333333333333
C5644,3402.733333333333
C6762,2720.3076923076924
C6782,2869.3
C7415,2982.714285714286
C6417,2565.1666666666665
C4708,3328.4375
C9014,2955.866666666667
C2425,3168.1666666666665
C3777,2150.3
C3001,2683.304347826087
C3820,2740.5
C2461,2567.0
C6943,3111.6666666666665
C9817,2516.2727272727275
C3590,2093.0
C1396,1981.142857142857
C7123,1718.5454545454545
C9706,1591.375
C1740,2456.0
C6748,2625.222222222222
C2358,2474.7
C2270,1718.2857142857142
C6512,2062.3
C5857,3376.818181818182
C1649,2992.6363636363635
C6715,3093.0714285714284
C2576,3321.0
C2379,1812.75
C7925,2576.714285714286
C8300,3972.6428571428573
C4440,3163.2727272727275
C5105,2163.9
C4171,3013.076923076923
C3097,2070.5
C7579,2988.6
C8838,2565.45
C3163,2383.0
C7132,2301.4615384615386
C9438,2582.181818181818
C7615,2215.5333333333333
C6005,1744.7
C4286,1656.9
C4353,3063.714285714286
C5170,2255.777777777778
C1023,1818.7333333333333
C6016,2830.3529411764707
C1947,2689.75
C8879,3385.1428571428573
C3069,2883.9285714285716
C2836,2116.1111111111113
C6002,2634.0
C1943,2994.222222222222
C9130,2226.733333333333
C1498,3470.8571428571427
C9780,2557.9166666666665
C5282,2922.1428571428573
C2766,1929.9285714285713
C5411,3173.0
C5262,2317.0
C9896,2858.9
C3651,2705.6666666666665
C7907,1842.111111111111
C5903,2597.0
C7909,2087.0
C2368,2472.8571428571427
C5950,2237.5555555555557
C5301,2110.5
C2412,3361.153846153846
C6383,3521.6470588235293
C2566,2094.769230769231
C4924,1885.2307692307693
C3813,1006.8461538461538
C1769,1895.2142857142858
C1798,2760.8125
C6845,2624.8333333333335
C3024,2480.8571428571427
C3778,2581.6428571428573
C8718,2135.0
C1337,2019.111111111111
C4125,2480.0666666666666
C4552,2979.3846153846152
C7263,1371.125
C6967,2631.4375
C5104,3605.0555555555557
C9612,2514.076923076923
C3201,2212.0666666666666
C3046,2487.0
C5737,1678.5
C6931,2661.0
C7424,3510.222222222222
C4305,3335.0
C7001,2676.714285714286
C8579,2330.625
C5353,2292.5833333333335
C4915,1820.5384615384614
C5881,2389.2727272727275
C7916,3114.0
C4628,1809.8333333333333
C9516,3558.5714285714284
C2473,4063.0
C4150,2420.6875
C9296,2461.8571428571427
C7190,1286.2
C4288,3037.8888888888887
C9791,1466.0
C2062,1767.8333333333333
C7194,3868.125
C8370,2621.25
C1036,3288.090909090909
C8132,3467.6666666666665
C3423,3390.5625
C1114,2460.6153846153848
C1703,2095.7
C4165,2146.4285714285716
C5241,2641.0
C7083,2210.75
C6985,3215.7368421052633
C5637,2621.846153846154
C2120,2363.3846153846152
C9442,3007.4
C4640,2605.0
C8873,1513.1538461538462
C4498,2178.5
C6384,2913.3333333333335
C6974,2121.529411764706
C9051,2036.3125
C7234,3014.5555555555557
C9569,2520.214285714286
C3033,2678.8
C7892,2543.3846153846152
C1955,1952.3333333333333
C3579,2747.818181818182
C5874,2543.769230769231
C7733,1678.25
C2792,2837.0
C9256,2600.5
C5948,1626.9
C9687,3444.1111111111113
C8568,3351.0666666666666
C9096,3020.153846153846
C3645,2467.7
C8774,2158.3
C6042,2042.111111111111
C6119,2839.714285714286
C1732,2855.6428571428573
C8208,2142.1428571428573
C7493,2976.0526315789475
C9892,2940.4
C7771,3660.9333333333334
C7385,1648.764705882353
C9075,2243.3
C1127,2122.5263157894738
C1918,2015.0
C5532,2176.9285714285716
C8679,2674.823529411765
C8780,2124.777777777778
C9776,2323.6153846153848
C3913,2994.0833333333335
C7379,2128.9285714285716
C7370,2506.222222222222
C8794,1288.8461538461538
C1321,1983.1666666666667
C4786,2677.8
C1328,2790.5454545454545
C3343,2703.8333333333335
C1343,2480.3
C5239,2445.5454545454545
C1934,2223.3333333333335
C2724,1944.6666666666667
C4036,2493.0
C4916,2548.866666666667
C2988,3276.3333333333335
C7104,1888.3636363636363
C4473,2996.076923076923
C4346,2119.7
C1542,2345.7
C2075,2961.3636363636365
C3070,2178.4444444444443
C2203,2125.0
C9444,2442.75
C6360,1878.25
C3533,1986.3
C7524,2374.823529411765
C4831,2407.75
C9666,2773.5
C7584,1999.9333333333334
C4117,2561.0
C6861,1650.111111111111
C3463,2772.5714285714284
C7420,2281.4166666666665
C1570,2941.4615384615386
C3007,3210.6923076923076
C1600,3115.909090909091
C1359,2562.866666666667
C8556,2614.1666666666665
C9232,1607.5555555555557
C1507,2704.6
C2249,2127.5625
C9314,2766.6666666666665
C2492,1737.3846153846155
C6034,1849.5714285714287
C3999,2206.875
C1608,2305.5454545454545
C5340,2881.75
C9767,2110.2727272727275
C7497,3106.133333333333
C2857,1958.857142857143
C8052,3239.5833333333335
C7502,1869.3809523809523
C1937,2192.5263157894738
C3459,3134.5
C9944,2604.076923076923
C5163,2588.0833333333335
C3835,2523.5789473684213
C9503,2259.846153846154
C7580,3084.222222222222
C3896,2667.6
C2926,2391.4375
C7833,2828.5384615384614
C3719,2017.3636363636363
C2009,2697.75
C2406,2376.705882352941
C4103,2554.6
C1485,1322.6666666666667
C3960,2561.076923076923
C6154,2227.7
C1817,1950.7142857142858
C8055,2702.923076923077
C8073,3411.0
C1209,3283.5
C6576,2748.0833333333335
C7801,2829.5454545454545
C6438,1581.2
C7758,4060.8
C1526,3242.6153846153848
C1952,2902.875
C6240,3018.153846153846
C4254,2952.8
C9478,2283.733333333333
C9153,2205.1428571428573
C5808,2595.714285714286
C1558,1788.2857142857142
C5888,2568.6666666666665
C3363,2761.4285714285716
C5847,1447.25
C6415,2687.0
C3329,2897.8571428571427
C1066,2334.0833333333335
C2872,2431.8888888888887
C1020,2119.6428571428573
C2643,1115.5
C5760,2052.181818181818
C9079,2397.8571428571427
C3061,2579.3
C6472,3597.4545454545455
C6554,2614.4444444444443
C8557,2290.8
C2416,2952.0
C1322,2294.6363636363635
C4292,3632.5
C5147,3445.9
C3211,2965.8888888888887
C6314,3090.0625
C7402,2168.866666666667
C6278,2855.4
C4667,2204.5625
C4070,2833.1176470588234
C4597,1698.5833333333333
C8298,3244.923076923077
C4866,2233.1
C4414,2725.0714285714284
C7075,2691.0
C4520,2241.6428571428573
C3349,3188.1
C1717,3043.3846153846152
C5138,2561.5333333333333
C2932,1428.5555555555557
C9464,2583.5833333333335
C9852,1799.8333333333333
C6856,3766.5
C5223,1892.7272727272727
C3245,2190.0
C4324,2876.0
C8343,2448.6428571428573
C6687,2327.375
C9013,2668.285714285714
C3327,1585.0
C3357,3457.1428571428573
C7043,2355.785714285714
C1893,2348.764705882353
C3658,2847.5882352941176
C9627,2009.764705882353
C5261,1728.090909090909
C8969,3460.8571428571427
C3071,2325.0
C2598,3916.0
C6793,2944.6363636363635
C6471,2498.6923076923076
C6269,2877.75
C6853,2137.4285714285716
C3940,2514.823529411765
C2607,2891.090909090909
C5003,3628.6666666666665
C9301,2175.153846153846
C8303,2935.0
C8374,2126.153846153846
C9539,1918.888888888889
C8512,4514.266666666666
C3126,3137.75
C2122,2445.090909090909
C9712,1668.8
C4359,2557.222222222222
C7659,2900.0
C5527,2203.3333333333335
C1186,2828.4545454545455
C6859,3007.6363636363635
C4974,3487.5555555555557
C6380,3172.8
C8962,1888.5625
C2457,2341.5454545454545
C9693,1643.5
C5191,2324.3333333333335
C4441,3027.4117647058824
C1658,2554.181818181818
C6585,2605.9
C5606,2594.5
C9781,3271.25
C5791,2007.3333333333333
C5101,1439.1538461538462
C7251,2175.9473684210525
C4022,1954.888888888889
C7172,1698.0
C6593,2696.529411764706
C4204,2974.1176470588234
C6027,3469.7
C7531,2836.6666666666665
C7611,2465.0
C3976,2766.3636363636365
C9591,4307.090909090909
C4875,3142.818181818182
C9959,3310.133333333333
C9888,2831.1428571428573
C4268,2870.0
C8160,2148.6923076923076
C7116,1641.5833333333333
C9064,2342.8125
C9048,3007.8
C2440,2421.6666666666665
C9680,2324.1428571428573
C5141,2601.1
C8022,3368.6666666666665
C9408,2535.375
C3973,2171.3571428571427
C4783,2866.8333333333335
C5517,1982.5714285714287
C9778,2875.4545454545455
C9979,2543.9166666666665
C9622,2304.153846153846
C4447,3659.4
C5568,1514.6666666666667
C7863,3181.909090909091
C9788,2532.785714285714
C4136,2682.3
C1240,4017.6666666666665
C6929,2527.5833333333335
C2966,3473.0
C5110,3299.3
C2161,2631.0833333333335
C2340,2578.6666666666665
C1030,3005.5
C7944,2694.4285714285716
C7343,2669.1
C4793,2075.0
C5165,2163.3333333333335
C8011,2142.5
C5664,2614.6666666666665
C2977,2473.529411764706
C5708,3196.7
C7365,1733.3636363636363
C6056,2374.6428571428573
C1587,2018.0
C2287,2264.3571428571427
C4969,2462.6666666666665
C8930,2774.3333333333335
C1462,3365.923076923077
C1873,2781.9333333333334
C8673,2323.3333333333335
C7844,2890.1111111111113
C9879,1977.0
C1076,2795.0
C2637,2257.125
C5117,2111.6
C3786,1160.7142857142858
C4774,2971.4117647058824
C6699,3422.153846153846
C6672,3184.4666666666667
C1156,1970.3076923076924
C1662,1812.3636363636363
C9146,2817.5
C6875,3017.0
C3952,3064.6923076923076
C4575,2630.7272727272725
C3948,2993.75
C2529,2885.6
C7553,2285.0833333333335
C3594,2090.6111111111113
C3487,2455.9333333333334
C4865,2709.9333333333334
C9904,2231.0
C4898,2032.8
C6148,2537.4375
C8861,3047.230769230769
C9017,2334.923076923077
C2549,2200.9333333333334
C3975,2608.3888888888887
C9252,2060.4615384615386
C2047,2411.3333333333335
C6430,2776.9
C7079,2358.7
C7352,2342.4666666666667
C8588,3072.818181818182
C9802,2298.0
C1859,2074.6153846153848
C1332,2578.9444444444443
C4072,2990.176470588235
C2438,2461.684210526316
C4878,1862.1764705882354
C4489,2324.4166666666665
C7921,2451.7368421052633
C1668,2912.5714285714284
C3042,2120.5333333333333
C1759,2432.181818181818
C3200,2432.375
C1118,2790.65
C1688,2840.0
C4129,2661.769230769231
C8154,2506.875
C6362,2641.125
C5395,1867.375
C4002,3161.1666666666665
C7745,2506.705882352941
C5450,3291.5714285714284
C5121,2700.222222222222
C3859,2195.5
C5968,3225.2
C9398,2234.25
C4130,4102.076923076923
C4397,2235.6363636363635
C4494,2189.777777777778
C6190,2380.4285714285716
C9502,2836.7
C4825,2483.4
C6516,2530.8888888888887
C6712,3167.4545454545455
C3530,2409.4444444444443
C6510,2805.4375
C9190,842.0
C9371,3274.4444444444443
C8038,2618.769230769231
C2376,2428.5333333333333
C7537,3169.375
C4694,1953.5882352941176
C4849,3504.6923076923076
C8240,2379.5238095238096
C5306,2263.4761904761904
C5814,2943.3
C2875,2241.8
C3078,2511.214285714286
C4513,2446.5714285714284
C3541,1588.0
C7249,2014.875
C5651,2704.153846153846
C8779,3360.733333333333
C2710,3419.235294117647
C7225,3328.3571428571427
C7210,2672.1176470588234
C3306,2984.5333333333333
C4727,1672.923076923077
C4753,2532.5714285714284
C4409,1675.4166666666667
C6345,3302.3571428571427
C7544,2615.8571428571427
C2151,3847.923076923077
C5139,3028.7272727272725
C1854,3652.7368421052633
C5068,1943.3333333333333
C8043,3317.4444444444443
C6838,2747.875
C3720,2591.8
C2012,2681.8
C7200,2872.8571428571427
C6462,3565.4285714285716
C6411,2302.076923076923
C8715,2094.6111111111113
C7338,2465.6875
C2613,2893.6363636363635
C2537,2946.8571428571427
C5767,2672.285714285714
C8016,2190.0
C5341,2881.0
C1479,1719.923076923077
C1549,2381.3333333333335
C7898,2917.0
C6220,1746.3333333333333
C8308,2730.315789473684
C5747,2077.4444444444443
C5969,1594.2142857142858
C8041,2072.0
C7505,2303.769230769231
C3758,1766.0
C8798,2676.866666666667
C3035,3587.3571428571427
C8169,2751.0833333333335
C6679,2112.285714285714
C3547,2079.1
C4376,3031.235294117647
C3471,2634.2727272727275
C4482,3490.5
C1552,1780.111111111111
C6839,2456.181818181818
C2396,3073.1428571428573
C3903,2753.6923076923076
C7499,2595.1111111111113
C2157,2724.4
C5986,2630.75
C4118,3136.5555555555557
C1559,2548.6666666666665
C5445,2856.0
C8938,2069.8125
C9409,3364.266666666667
C9437,3235.133333333333
C5508,3093.5555555555557
C6110,3050.3333333333335
C3161,1492.2222222222222
C7354,2048.6363636363635
C5382,2586.6315789473683
C4541,2407.315789473684
C1014,2663.5
C9684,2308.6428571428573
C1609,3221.9375
C5266,2188.0
C4222,3135.8333333333335
C3939,1764.625
C6407,1624.2
C5081,2525.214285714286
C1115,1702.0625
C4432,1911.388888888889
C4720,1484.1
C1409,2637.3333333333335
C2839,2754.6
C4660,4394.0
C8184,2947.4545454545455
C9465,2872.2727272727275
C8756,2104.6666666666665
C8279,1963.3076923076924
C3266,2527.8
C1404,1769.3333333333333
C6922,2536.8333333333335
C8045,3748.181818181818
C8822,3027.4375
C2276,3081.3636363636365
C3483,1989.4615384615386
C5388,2280.8
C4210,3092.6363636363635
C3272,2225.5454545454545
C1908,1462.6
C3945,2261.5714285714284
C2829,1867.9
C9922,2309.818181818182
C5287,2943.266666666667
C2884,3346.8
C5810,795.1111111111111
C4421,2247.4615384615386
C9871,2630.0
C1110,2587.5555555555557
C9965,2503.0
C3256,3028.125
C8355,3573.4
C8408,1375.4666666666667
C2146,1998.909090909091
C4868,2294.076923076923
C4419,1563.7
C5693,2632.0833333333335
C9429,2148.8571428571427
C8547,3208.375
C8306,2301.1176470588234
C2741,1807.2
C4888,3009.285714285714
C6916,1723.6
C7459,2720.1
C8093,2808.4615384615386
C9596,1617.2666666666667
C9211,3348.285714285714
C6342,2396.0625
C8997,3186.823529411765
C4773,2723.923076923077
C9824,2786.6875
C7279,2401.2
C6305,2018.75
C6491,2318.076923076923
C3741,1830.4
C2339,2105.3
C5555,1730.4545454545455
C2649,2685.6153846153848
C1239,1001.75
C7721,2624.5454545454545
C6451,3063.4444444444443
C4503,2721.0
C5181,2007.3333333333333
C9387,1894.2
C8411,2627.0
C7432,2098.090909090909
C1585,2666.0
C6830,2338.2
C7789,2655.181818181818
C2263,2884.9
C8533,1525.3076923076924
C3085,1544.25
C7147,3689.8888888888887
C2072,2555.5714285714284
C1706,1558.5555555555557
C3101,2760.1666666666665
C7718,1659.4444444444443
C3131,2662.9285714285716
C1375,2997.375
C9506,2361.8333333333335
C1574,2947.1111111111113
C9750,2712.3333333333335
C4453,2159.4
C4614,2431.9545454545455
C2313,2390.5333333333333
C6227,1999.909090909091
C7115,2333.705882352941
C5150,2998.6
C8717,2838.6666666666665
C6642,2134.5
C9206,2857.75
C8850,3428.0833333333335
C5177,2822.6666666666665
C9334,2941.7368421052633
C7393,2534.4444444444443
C3707,2283.285714285714
C9123,2598.3636363636365
C1690,2325.2
C4369,2983.7
C4424,2498.0
C6952,1877.2857142857142
C8840,2189.785714285714
C1543,2680.1176470588234
C1974,2914.9285714285716
C1879,2914.529411764706
C9369,2035.5833333333333
C5990,2936.7368421052633
C4431,1793.3333333333333
C1675,2131.8888888888887
C3576,2278.1111111111113
C4941,3739.785714285714
C3925,2928.25
C1601,1693.4545454545455
C3027,2695.6
C6981,2389.5
C5270,2335.5
C5052,2844.4
C8767,1915.4
C9497,2576.3846153846152
C2097,1791.7222222222222
C9095,2355.4375
C3388,2240.0833333333335
C5886,3086.0
C6508,1932.842105263158
C5462,2223.5
C7461,2126.0
C7934,1808.8
C8833,2598.8333333333335
C3134,2293.090909090909
C7136,2381.5833333333335
C5787,1976.909090909091
C9908,2590.5
C5312,1748.8333333333333
C5877,3643.4
C6809,3909.25
C3173,4066.4545454545455
C6895,3793.909090909091
C5595,1812.4545454545455
C8580,1585.4615384615386
C9316,1768.6190476190477
C6546,2814.285714285714
C5493,2877.5384615384614
C7967,2092.2727272727275
C3387,1801.3
C7256,3086.818181818182
C9864,1909.142857142857
C6572,2916.5833333333335
C9098,3129.25
C1231,3259.777777777778
C4265,2745.1428571428573
C2134,2677.9285714285716
C2348,2657.1
C7011,2667.0
C4908,3125.294117647059
C1131,2286.1428571428573
C1951,2144.6666666666665
C4728,1908.764705882353
C4604,3342.25
C6490,2963.818181818182
C3717,3604.4545454545455
C8498,2793.714285714286
C1837,3616.8571428571427
C8937,3024.6666666666665
C2452,1394.3076923076924
C8296,1995.5454545454545
C8116,3238.4545454545455
C9553,1960.4545454545455
C4284,2616.285714285714
C8603,2869.7272727272725
C8655,2716.181818181818
C7000,1696.3846153846155
C5817,3682.4444444444443
C4950,2106.0666666666666
C6106,3194.25
C2361,2248.4666666666667
C4665,2075.0
C5756,3146.8888888888887
C4951,2748.9333333333334
C4844,2645.777777777778
C5113,2753.181818181818
C4766,2338.75
C3926,2651.8333333333335
C8094,2359.3846153846152
C1534,2609.181818181818
C2316,2518.0
C7601,2035.4375
C9370,2751.529411764706
C9479,1807.4615384615386
C8281,2385.5
C1870,2590.5
C8518,2844.1111111111113
C9804,2013.4705882352941
C1284,1816.4
C6266,1908.1666666666667
C2617,3020.5
C7563,2710.470588235294
C7712,2526.153846153846
C7254,2577.1428571428573
C2474,2773.625
C9974,2868.4285714285716
C5376,1988.5
C2775,2068.714285714286
C8407,2812.4
C4003,1493.9
C1811,2625.3333333333335
C5906,2462.5
C4481,2443.75
C9235,2850.285714285714
C2255,2121.5454545454545
C7175,2781.7
C7410,2852.1666666666665
C1625,1924.2
C4347,2869.8
C2166,2211.6428571428573
C2989,2554.5625
C7073,2980.818181818182
C8357,2992.6470588235293
C1150,2320.4
C9474,1834.8461538461538
C9037,2304.5625
C5845,2167.2608695652175
C3936,1831.1666666666667
C1062,2788.5
C7093,2344.5
C8250,2567.5555555555557
C7270,1973.1
C2904,1684.4166666666667
C1154,2527.5
C6530,1893.6875
C2952,3243.4444444444443
C3909,1755.2
C3402,2980.8888888888887
C6377,2740.2
C4311,2289.777777777778
C7731,3539.0
C4743,2606.1111111111113
C8096,2582.684210526316
C4025,2935.5555555555557
C1314,1765.375
C4497,1339.9
C9533,2666.875
C6319,3541.7
C9181,2788.0
C8517,2302.4166666666665
C5234,2491.7
C5776,2926.4545454545455
C2842,2228.0833333333335
C8342,2184.3333333333335
C5092,2091.5555555555557
C9857,3537.0714285714284
C7428,2500.5
C6118,3460.909090909091
C3369,1877.5384615384614
C2370,2137.4615384615386
C1536,2754.6666666666665
C3776,1674.6666666666667
C8834,2642.909090909091
C2007,1796.1666666666667
C9552,3004.470588235294
C9518,1940.611111111111
C2129,2493.5
C8217,2064.5714285714284
C4869,2533.214285714286
C8104,1646.0
C7222,2484.6666666666665
C4578,2887.3636363636365
C8616,1663.8666666666666
C4704,2218.4285714285716
C5097,2635.8571428571427
C1267,1859.4444444444443
C7323,2057.8333333333335
C7007,2917.176470588235
C7488,1805.0526315789473
C2236,1659.2222222222222
C2699,2790.3076923076924
C6818,2749.25
C3243,2231.785714285714
C2355,2808.5833333333335
C6273,2604.866666666667
C8068,2521.846153846154
C2148,2473.3333333333335
C7682,2723.230769230769
C6017,2318.818181818182
C2469,2967.222222222222
C9061,2378.5384615384614
C5486,3112.3571428571427
C3079,1588.4
C6889,3007.4166666666665
C5151,2537.777777777778
C6630,1936.9375
C1699,2506.8125
C3118,3439.6666666666665
C6459,1871.7
C3957,2279.6153846153848
C3916,3208.529411764706
C2714,2297.0
C9164,2531.1666666666665
C9584,2449.75
C1767,1635.2
C3625,2033.6923076923076
C7233,2178.25
C4996,2214.285714285714
C1349,1826.0625
C8609,2381.0
C8575,2641.0
C4247,2136.75
C7140,3219.75
C6636,2077.909090909091
C4798,2974.0
C6400,2001.9285714285713
C5039,2991.285714285714
C7867,2465.3
C7768,3874.125
C3090,2124.3333333333335
C5885,2447.4117647058824
C6677,2669.8571428571427
C8143,2578.3333333333335
C8565,2270.5384615384614
C1001,2072.5625
C6271,1715.25
C1079,2612.25
C4044,2169.0
C2025,3979.8571428571427
C5782,3670.5714285714284
C2940,3840.181818181818
C8889,2132.3125
C3263,2620.4545454545455
C7084,2859.0
C4691,2235.0
C6620,2260.2
C1144,1524.7777777777778
C3729,1615.7142857142858
C8032,2443.733333333333
C9386,2045.642857142857
C3192,2711.1428571428573
C1707,2421.769230769231
C4220,2093.5263157894738
C9434,1864.3
C4230,2132.1111111111113
C9449,3064.705882352941
C6183,2550.1428571428573
C5479,2363.076923076923
C8454,2163.3076923076924
C5702,1879.090909090909
C7815,2563.2
C1743,2600.1176470588234
C4669,2083.1666666666665
C5994,1951.3636363636363
C7762,2588.9333333333334
C8852,3184.4
C6722,2303.3076923076924
C3784,1496.7777777777778
C8259,2783.7
C4615,2697.8333333333335
C3009,2024.8125
C9545,2194.2
C7725,1549.888888888889
C5225,2205.4
C6347,2304.153846153846
C5125,1985.3529411764705
C6078,2413.1428571428573
C9905,2946.5
C7342,2731.2
C6813,1875.1538461538462
C5668,2704.5714285714284
C9685,3207.6666666666665
C8887,1734.5625
C9758,2342.0
C4775,1611.4
C3411,2536.5454545454545
C7646,2339.315789473684
C2734,2568.5555555555557
C8821,2644.4
C3782,2511.5555555555557
C9821,3323.3333333333335
C2117,2936.0
C5152,3431.6666666666665
C1661,2182.6923076923076
C6309,2025.7777777777778
C8190,3242.9333333333334
C8634,2147.5714285714284
C9205,1962.3333333333333
C6180,2547.75
C4257,2317.0
C8941,2400.235294117647
C3864,2292.3333333333335
C4405,2409.0714285714284
C3550,2256.3846153846152
C7850,2794.842105263158
C2813,2459.6666666666665
C5314,2480.2
C2065,2542.6428571428573
C2091,2734.5454545454545
C7861,3193.4666666666667
C9208,1692.2727272727273
C4164,2116.3333333333335
C4787,2760.5
C9514,2895.3888888888887
C3482,1923.4
C4919,2362.4285714285716
C2381,2820.0
C1473,1962.357142857143
C6850,2748.3333333333335
C7773,1820.888888888889
C5660,2111.3333333333335
C1932,3771.090909090909
C6732,1963.3333333333333
C8949,2260.181818181818
C1055,1937.75
C4082,1974.6666666666667
C6971,2633.470588235294
C1119,3067.4285714285716
C6777,3245.230769230769
C5868,2065.0
C8965,2031.357142857143
C6405,2092.714285714286
C2230,3252.733333333333
C6617,2545.125
C8481,2091.6363636363635
C1086,3151.75
C3865,2647.8
C8385,1589.8333333333333
C4034,1752.0714285714287
C5137,2405.9473684210525
C3738,1947.7
C2764,2998.277777777778
C7319,2128.1
C4267,2197.0
C8166,2525.0
C6140,2312.3333333333335
C5031,2731.153846153846
C5339,3491.125
C2254,2593.0
C7022,2705.133333333333
C4500,2189.4
C4180,2449.6
C1081,2839.285714285714
C6973,2329.5833333333335
C4677,1699.85
C3513,2251.9375
C9720,2442.4285714285716
C7247,2987.8823529411766
C5565,1703.0714285714287
C9421,2942.5
C9101,2526.9
C8383,2306.3
